Date: Wed Jan 02 00:00:00 PST 1980, Total Sales: 1
Date: Sun Sep 19 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Oct 03 00:00:00 PDT 2010, Total Sales: 1
Date: Tue Oct 05 00:00:00 PDT 2010, Total Sales: 1
Date: Thu Oct 14 00:00:00 PDT 2010, Total Sales: 1
Date: Fri Oct 29 00:00:00 PDT 2010, Total Sales: 1
Date: Mon Nov 01 00:00:00 PDT 2010, Total Sales: 1
Date: Wed Nov 03 00:00:00 PDT 2010, Total Sales: 1
Date: Sun Nov 07 00:00:00 PDT 2010, Total Sales: 1
Date: Mon Nov 08 00:00:00 PST 2010, Total Sales: 1
Date: Fri Nov 12 00:00:00 PST 2010, Total Sales: 1
Date: Wed Nov 17 00:00:00 PST 2010, Total Sales: 1
Date: Mon Jan 03 00:00:00 PST 2011, Total Sales: 1
Date: Fri Jan 07 00:00:00 PST 2011, Total Sales: 1
Date: Sat Jan 08 00:00:00 PST 2011, Total Sales: 1
Date: Tue Jan 11 00:00:00 PST 2011, Total Sales: 2
Date: Wed Jan 12 00:00:00 PST 2011, Total Sales: 1
Date: Thu Jan 20 00:00:00 PST 2011, Total Sales: 1
Date: Sat Jan 22 00:00:00 PST 2011, Total Sales: 2
Date: Thu Feb 03 00:00:00 PST 2011, Total Sales: 1
Date: Sat Feb 12 00:00:00 PST 2011, Total Sales: 1
Date: Fri Feb 18 00:00:00 PST 2011, Total Sales: 1
Date: Sun Feb 20 00:00:00 PST 2011, Total Sales: 1
Date: Sat Feb 26 00:00:00 PST 2011, Total Sales: 1
Date: Wed Mar 02 00:00:00 PST 2011, Total Sales: 1
Date: Wed Mar 16 00:00:00 PDT 2011, Total Sales: 1
Date: Sun Mar 20 00:00:00 PDT 2011, Total Sales: 1
Date: Tue Mar 22 00:00:00 PDT 2011, Total Sales: 1
Date: Fri Mar 25 00:00:00 PDT 2011, Total Sales: 1
Date: Sun Mar 27 00:00:00 PDT 2011, Total Sales: 1
Date: Fri Apr 01 00:00:00 PDT 2011, Total Sales: 1
Date: Sat Apr 09 00:00:00 PDT 2011, Total Sales: 1
Date: Mon Apr 11 00:00:00 PDT 2011, Total Sales: 1
Date: Mon Apr 18 00:00:00 PDT 2011, Total Sales: 1
Date: Tue Apr 19 00:00:00 PDT 2011, Total Sales: 1
Date: Sat Apr 30 00:00:00 PDT 2011, Total Sales: 1
Date: Mon May 02 00:00:00 PDT 2011, Total Sales: 1
Date: Sun May 15 00:00:00 PDT 2011, Total Sales: 1
Date: Sat May 21 00:00:00 PDT 2011, Total Sales: 1
Date: Sun May 29 00:00:00 PDT 2011, Total Sales: 1
Date: Wed Jun 08 00:00:00 PDT 2011, Total Sales: 1
Date: Sun Jun 12 00:00:00 PDT 2011, Total Sales: 1
Date: Tue Jun 14 00:00:00 PDT 2011, Total Sales: 1
Date: Sun Jul 03 00:00:00 PDT 2011, Total Sales: 1
Date: Tue Jul 05 00:00:00 PDT 2011, Total Sales: 1
Date: Wed Jul 06 00:00:00 PDT 2011, Total Sales: 1
Date: Fri Jul 08 00:00:00 PDT 2011, Total Sales: 2
Date: Wed Jul 13 00:00:00 PDT 2011, Total Sales: 1
Date: Sat Jul 23 00:00:00 PDT 2011, Total Sales: 1
Date: Mon Aug 08 00:00:00 PDT 2011, Total Sales: 1
Date: Sun Aug 28 00:00:00 PDT 2011, Total Sales: 1
Date: Tue Aug 30 00:00:00 PDT 2011, Total Sales: 1
Date: Wed Aug 31 00:00:00 PDT 2011, Total Sales: 1
Date: Sun Sep 11 00:00:00 PDT 2011, Total Sales: 1
Date: Wed Sep 21 00:00:00 PDT 2011, Total Sales: 1
Date: Sat Sep 24 00:00:00 PDT 2011, Total Sales: 2
Date: Fri Oct 07 00:00:00 PDT 2011, Total Sales: 1
Date: Sun Oct 16 00:00:00 PDT 2011, Total Sales: 1
Date: Thu Oct 20 00:00:00 PDT 2011, Total Sales: 1
Date: Fri Oct 28 00:00:00 PDT 2011, Total Sales: 1
Date: Thu Nov 10 00:00:00 PST 2011, Total Sales: 1
Date: Wed Nov 16 00:00:00 PST 2011, Total Sales: 2
Date: Thu Nov 17 00:00:00 PST 2011, Total Sales: 1
Date: Sat Nov 19 00:00:00 PST 2011, Total Sales: 1
Date: Tue Nov 22 00:00:00 PST 2011, Total Sales: 1
Date: Sun Nov 27 00:00:00 PST 2011, Total Sales: 1
Date: Tue Dec 06 00:00:00 PST 2011, Total Sales: 1
Date: Sun Dec 18 00:00:00 PST 2011, Total Sales: 1
Date: Tue Dec 20 00:00:00 PST 2011, Total Sales: 1
Date: Sun Dec 25 00:00:00 PST 2011, Total Sales: 1
Date: Thu Jan 12 00:00:00 PST 2012, Total Sales: 1
Date: Wed Jan 18 00:00:00 PST 2012, Total Sales: 1
Date: Fri Jan 20 00:00:00 PST 2012, Total Sales: 1
Date: Mon Jan 30 00:00:00 PST 2012, Total Sales: 1
Date: Tue Jan 31 00:00:00 PST 2012, Total Sales: 1
Date: Wed Feb 01 00:00:00 PST 2012, Total Sales: 1
Date: Sun Feb 05 00:00:00 PST 2012, Total Sales: 1
Date: Mon Feb 06 00:00:00 PST 2012, Total Sales: 1
Date: Sun Feb 12 00:00:00 PST 2012, Total Sales: 1
Date: Sat Feb 25 00:00:00 PST 2012, Total Sales: 1
Date: Tue Mar 06 00:00:00 PST 2012, Total Sales: 1
Date: Wed Mar 14 00:00:00 PDT 2012, Total Sales: 1
Date: Thu Mar 22 00:00:00 PDT 2012, Total Sales: 1
Date: Sat Apr 07 00:00:00 PDT 2012, Total Sales: 1
Date: Sun Apr 08 00:00:00 PDT 2012, Total Sales: 2
Date: Mon Apr 09 00:00:00 PDT 2012, Total Sales: 1
Date: Mon Apr 30 00:00:00 PDT 2012, Total Sales: 1
Date: Sat May 05 00:00:00 PDT 2012, Total Sales: 1
Date: Thu May 17 00:00:00 PDT 2012, Total Sales: 1
Date: Mon May 21 00:00:00 PDT 2012, Total Sales: 1
Date: Tue May 22 00:00:00 PDT 2012, Total Sales: 1
Date: Fri May 25 00:00:00 PDT 2012, Total Sales: 1
Date: Sat May 26 00:00:00 PDT 2012, Total Sales: 2
Date: Tue May 29 00:00:00 PDT 2012, Total Sales: 2
Date: Thu Jun 07 00:00:00 PDT 2012, Total Sales: 1
Date: Fri Jun 08 00:00:00 PDT 2012, Total Sales: 1
Date: Sun Jun 10 00:00:00 PDT 2012, Total Sales: 1
Date: Tue Jun 12 00:00:00 PDT 2012, Total Sales: 1
Date: Wed Jun 13 00:00:00 PDT 2012, Total Sales: 1
Date: Sun Jun 17 00:00:00 PDT 2012, Total Sales: 1
Date: Tue Jun 19 00:00:00 PDT 2012, Total Sales: 1
Date: Tue Jul 10 00:00:00 PDT 2012, Total Sales: 1
Date: Tue Jul 24 00:00:00 PDT 2012, Total Sales: 1
Date: Thu Jul 26 00:00:00 PDT 2012, Total Sales: 1
Date: Sat Aug 04 00:00:00 PDT 2012, Total Sales: 1
Date: Wed Aug 08 00:00:00 PDT 2012, Total Sales: 1
Date: Tue Aug 14 00:00:00 PDT 2012, Total Sales: 1
Date: Fri Aug 24 00:00:00 PDT 2012, Total Sales: 1
Date: Sat Aug 25 00:00:00 PDT 2012, Total Sales: 1
Date: Mon Sep 03 00:00:00 PDT 2012, Total Sales: 1
Date: Thu Sep 20 00:00:00 PDT 2012, Total Sales: 1
Date: Sun Sep 23 00:00:00 PDT 2012, Total Sales: 1
Date: Fri Oct 12 00:00:00 PDT 2012, Total Sales: 1
Date: Sat Oct 13 00:00:00 PDT 2012, Total Sales: 1
Date: Sun Oct 14 00:00:00 PDT 2012, Total Sales: 1
Date: Mon Oct 22 00:00:00 PDT 2012, Total Sales: 1
Date: Tue Oct 23 00:00:00 PDT 2012, Total Sales: 1
Date: Wed Oct 24 00:00:00 PDT 2012, Total Sales: 1
Date: Mon Oct 29 00:00:00 PDT 2012, Total Sales: 1
Date: Tue Oct 30 00:00:00 PDT 2012, Total Sales: 1
Date: Thu Nov 08 00:00:00 PST 2012, Total Sales: 1
Date: Tue Nov 20 00:00:00 PST 2012, Total Sales: 2
Date: Fri Nov 23 00:00:00 PST 2012, Total Sales: 1
Date: Sun Dec 02 00:00:00 PST 2012, Total Sales: 1
Date: Tue Dec 18 00:00:00 PST 2012, Total Sales: 1
Date: Sat Dec 29 00:00:00 PST 2012, Total Sales: 1
Date: Wed Jan 16 00:00:00 PST 2013, Total Sales: 1
Date: Thu Jan 17 00:00:00 PST 2013, Total Sales: 1
Date: Wed Jan 23 00:00:00 PST 2013, Total Sales: 1
Date: Tue Jan 29 00:00:00 PST 2013, Total Sales: 1
Date: Sun Feb 10 00:00:00 PST 2013, Total Sales: 1
Date: Mon Feb 11 00:00:00 PST 2013, Total Sales: 1
Date: Sat Feb 23 00:00:00 PST 2013, Total Sales: 1
Date: Wed Feb 27 00:00:00 PST 2013, Total Sales: 1
Date: Fri Mar 01 00:00:00 PST 2013, Total Sales: 1
Date: Sat Mar 02 00:00:00 PST 2013, Total Sales: 1
Date: Tue Mar 05 00:00:00 PST 2013, Total Sales: 1
Date: Thu Mar 07 00:00:00 PST 2013, Total Sales: 2
Date: Wed Mar 13 00:00:00 PDT 2013, Total Sales: 1
Date: Wed Mar 27 00:00:00 PDT 2013, Total Sales: 2
Date: Thu Mar 28 00:00:00 PDT 2013, Total Sales: 1
Date: Sun Apr 07 00:00:00 PDT 2013, Total Sales: 1
Date: Thu Apr 18 00:00:00 PDT 2013, Total Sales: 1
Date: Sat Apr 20 00:00:00 PDT 2013, Total Sales: 1
Date: Wed May 01 00:00:00 PDT 2013, Total Sales: 1
Date: Sun May 05 00:00:00 PDT 2013, Total Sales: 1
Date: Sat May 11 00:00:00 PDT 2013, Total Sales: 1
Date: Sun May 12 00:00:00 PDT 2013, Total Sales: 1
Date: Wed Jun 19 00:00:00 PDT 2013, Total Sales: 1
Date: Mon Jul 01 00:00:00 PDT 2013, Total Sales: 2
Date: Sat Jul 06 00:00:00 PDT 2013, Total Sales: 1
Date: Mon Jul 08 00:00:00 PDT 2013, Total Sales: 2
Date: Thu Jul 25 00:00:00 PDT 2013, Total Sales: 1
Date: Sun Jul 28 00:00:00 PDT 2013, Total Sales: 1
Date: Mon Jul 29 00:00:00 PDT 2013, Total Sales: 1
Date: Fri Aug 02 00:00:00 PDT 2013, Total Sales: 1
Date: Wed Aug 14 00:00:00 PDT 2013, Total Sales: 1
Date: Sun Aug 18 00:00:00 PDT 2013, Total Sales: 1
Date: Mon Aug 19 00:00:00 PDT 2013, Total Sales: 2
Date: Sun Aug 25 00:00:00 PDT 2013, Total Sales: 1
Date: Tue Aug 27 00:00:00 PDT 2013, Total Sales: 1
Date: Thu Aug 29 00:00:00 PDT 2013, Total Sales: 1
Date: Mon Sep 02 00:00:00 PDT 2013, Total Sales: 1
Date: Fri Sep 20 00:00:00 PDT 2013, Total Sales: 1
Date: Fri Sep 27 00:00:00 PDT 2013, Total Sales: 1
Date: Sat Sep 28 00:00:00 PDT 2013, Total Sales: 1
Date: Sun Sep 29 00:00:00 PDT 2013, Total Sales: 1
Date: Mon Oct 07 00:00:00 PDT 2013, Total Sales: 1
Date: Tue Oct 22 00:00:00 PDT 2013, Total Sales: 1
Date: Wed Oct 30 00:00:00 PDT 2013, Total Sales: 1
Date: Thu Nov 07 00:00:00 PST 2013, Total Sales: 1
Date: Thu Nov 14 00:00:00 PST 2013, Total Sales: 1
Date: Mon Nov 18 00:00:00 PST 2013, Total Sales: 1
Date: Sun Dec 01 00:00:00 PST 2013, Total Sales: 1
Date: Tue Dec 03 00:00:00 PST 2013, Total Sales: 1
Date: Wed Dec 04 00:00:00 PST 2013, Total Sales: 1
Date: Mon Dec 23 00:00:00 PST 2013, Total Sales: 1
